Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
90.696,82.1003,3.3201,0.1852,0.1036,2.2389,28.2554,85.0978,69.9,390.05,h
21.7072,7.8764,2.5402,0.4848,0.2166,18.2878,21.3202,-0.3793,50.5844,161.373,h
19.0295,9.3176,2.4886,0.6721,0.362,-2.3466,8.9353,6.0753,25.9104,202.922,h
84.2891,58.8586,3.1847,0.1203,0.0605,63.6605,89.635,37.7878,39.6411,294.576,h
66.6341,42.3225,3.1948,0.1194,0.0603,-48.4501,-46.8843,31.4118,32.1001,218.234,h
44.1337,11.0813,2.9063,0.3387,0.1706,7.9697,32.8381,4.7318,34.553,148.581,h
16.7566,11.3063,2.3766,0.584,0.355,0,0.1543,6.7419,48.504,117.636,h
54.2122,14.3806,2.8388,0.3594,0.2239,-49.5198,-37.021,6.2357,28.641,110.78,h
24.0251,14.1002,2.6227,0.4386,0.2586,-3.2899,-17.2089,-4.9169,53.5781,106.394,h
24.5799,10.5318,2.5463,0.4435,0.2443,21.1311,4.2211,-0.6966,23.7446,187.9544,h
126.593,37.8483,3.6095,0.1192,0.066,98.1316,143.764,21.8229,18.705,76.9913,h
184.7689,63.0994,3.436,0.1205,0.0681,-229.4263,-98.635,53.8718,68.6399,258.5003,h
38.5399,20.4511,2.7214,0.3324,0.2194,-2.0651,15.7963,-19.8976,86.2652,260.973,h
19.2323,0.206,2.2642,0.8132,0.5305,28.7715,19.4161,4.0325,15.844,196.1829,h
81.9305,37.9403,2.8351,0.2734,0.1499,-104.51,-14.604,-26.1356,1.671,271.775,h
119.975,74.8536,3.5262,0.1906,0.1376,-47.4358,-119.0453,69.0948,86.3852,385.3241,h
128.7372,35.0583,2.8948,0.3656,0.2237,137.0544,-61.9409,16.891,38.3465,5.5922,h
45.0726,13.8787,2.8026,0.4685,0.2339,8.6753,14.8679,-3.1617,39.4333,178.2788,h
49.7299,14.6063,2.8969,0.2574,0.1454,42.892,19.0625,-10.3504,20.6373,64.0915,h
31.8841,13.4964,2.5752,0.4407,0.2786,-7.8235,18.4639,10.9742,77.7712,129.0888,h
27.8755,9.2383,2.4536,0.6331,0.3285,25.094,-4.7217,7.9997,10.9159,166.7302,h
58.0522,38.4821,3.1602,0.1757,0.1027,25.4863,62.3693,-25.5808,32.2508,228.145,h
145.881,23.2215,2.637,0.406,0.2318,-142.994,-53.8782,18.5467,15.535,186.728,h
129.2454,36.8891,3.0342,0.2866,0.1496,-119.0226,-39.7542,20.9825,23.4792,294.9641,h
133.179,46.2426,3.145,0.1969,0.1121,-2.8916,-129.009,-35.3323,14.232,336.631,h
157.02,72.7715,3.3097,0.2367,0.1708,-104.215,-143.406,-60.0614,39.299,319.672,h
22.4408,18.8418,2.6412,0.4365,0.2538,2.6846,-25.6271,2.1038,19.2546,237.3567,h
30.1721,16.8838,2.6902,0.4673,0.2704,8.8759,25.3694,14.03,74.709,229.296,h
19.7875,7.7654,2.4609,0.7301,0.5588,15.9196,18.209,-1.9004,27.373,133.762,h
79.6744,26.2987,2.9622,0.2983,0.2071,-65.5015,-36.6819,-25.335,26.2983,343.8643,h
203.762,105.282,3.581,0.1052,0.055,-149.456,-92.8728,-121.663,32.8887,271.86,h
295.672,136.9041,3.3433,0.1913,0.1174,-169.8886,-318.3002,101.9497,53.1805,293.553,h
35.14,10.5833,2.4731,0.4352,0.2895,34.1669,33.6664,13.8664,77.0597,239.2857,h
113.846,62.3167,3.3555,0.2258,0.1378,-127.399,-104.47,-11.5904,46.634,345.811,h
23.848,8.7197,2.4917,0.6447,0.3936,12.9926,19.4631,6.8973,82.2838,213.7735,h
81.9549,44.1941,3.204,0.2267,0.1388,54.0726,44.1463,41.2417,89.4604,205.978,h
13.2031,10.7816,2.3375,0.777,0.4253,-14.4527,0.7039,-11.6604,48.284,203.091,h
164.6813,105.8796,4.3609,0.0866,0.0253,33.2624,90.4276,78.8994,85.1143,150.2983,h
158.4158,24.8759,2.6772,0.3309,0.1819,-98.6424,-113.2999,22.5266,54.9384,203.3284,h
89.4076,27.2539,3.1149,0.1481,0.0741,-68.8599,-86.9093,-18.1134,61.152,201.385,h
269.738,116.564,3.5754,0.0867,0.049,-275.429,-141.642,99.6914,67.2745,100.327,h
51.2797,17.6127,2.5949,0.6607,0.352,-26.283,-57.7117,9.6585,26.09,75.4297,h
90.0067,18.334,3.206,0.1904,0.0914,50.0513,-25.7003,12.6015,51.0427,134.8266,h
173.882,72.4744,3.2472,0.1398,0.0733,77.0394,196.643,-82.5138,67.5281,191.605,h
128.229,46.1107,3.4186,0.1056,0.0543,36.945,-70.2825,24.5933,80.2086,175.292,h
43.2398,16.4744,2.7128,0.4054,0.2502,18.8727,50.0607,17.9983,81.1298,225.4924,h
24.8882,7.8008,2.4232,0.6792,0.4472,25.3809,14.8384,-9.8301,38.8998,77.8319,h
23.6574,10.2495,2.2175,0.6,0.3364,30.37,-14.9111,6.63,46.8138,178.328,h
121.5675,29.0624,3.3412,0.3196,0.1543,-139.7976,-69.814,-26.2826,21.5078,331.8356,h
19.4375,11.853,2.5557,0.5786,0.299,-4.0616,9.7467,9.3438,36.997,225.103,h
29.6033,18.6805,2.874,0.5843,0.3664,17.9836,30.8345,16.7199,67.2374,176.1317,h
13.0105,11.9466,2.4157,0.7287,0.3995,6.6582,10.3197,4.867,64.2228,132.0409,h
121.254,77.0003,3.1726,0.1868,0.1058,-57.9323,-131.583,48.7294,58.0869,257.955,h
138.1812,45.1787,3.2573,0.2302,0.1455,-107.7693,-87.8549,35.2729,3.3289,302.2937,h
23.2673,10.2974,2.4354,0.5908,0.3725,9.075,17.7489,8.6035,74.2971,222.43,h
59.073,18.1358,2.8301,0.32,0.1836,-1.0152,26.4984,5.1079,25.266,225.4115,h
97.6882,64.7545,3.4747,0.2779,0.1487,-21.5451,-78.3471,42.6967,32.2174,349.7435,h
58.7459,17.0866,2.8142,0.4156,0.283,-38.1095,-44.5255,-9.029,36.363,204.628,h
115.524,27.1455,3.1543,0.2593,0.148,-172.656,108.1819,8.9205,34.0787,290.8101,h
111.668,90.6032,3.1207,0.1416,0.0723,125.506,116.755,78.8389,47.5204,210.098,h
28.9415,15.1615,2.5855,0.381,0.1658,10.9221,18.4686,-10.4801,64.7773,235.031,h
26.2499,14.548,2.5972,0.428,0.2493,-30.2397,18.4927,9.2774,82.7315,123.013,h
117.902,69.9325,3.4107,0.2979,0.1661,90.5019,117.519,19.4267,57.1777,390.07,h
22.7536,11.4044,2.6021,0.5525,0.3937,4.7841,16.5941,10.0679,3.474,221.445,h
19.9277,7.2519,2.3395,0.7643,0.3959,-3.9818,11.1709,5.0815,70.244,189.333,h
64.2169,18.1686,2.5507,0.5832,0.407,-38.8492,-66.5204,-4.0623,33.9807,168.5068,h
178.2514,109.7977,4.3802,0.0497,0.008,45.9876,71.9669,61.0069,86.06,322.0505,h
85.1017,31.2545,3.1878,0.1493,0.0782,-112.775,48.0249,11.8571,41.103,87.0258,h
80.5865,17.6853,2.7288,0.3735,0.1895,-72.7811,-48.078,13.0506,55.523,84.8962,h
13.1638,5.9506,2.5699,0.6106,0.3861,-3.2545,6.3472,-6.9908,89.4946,176.5085,h
13.2547,10.3735,2.2,0.795,0.4763,13.4119,6.0135,-11.1697,42.477,71.4116,h
83.8422,36.9681,3.1364,0.2527,0.137,-48.9283,-58.9113,30.5744,30.396,352.188,h
31.1619,12.4768,2.9289,0.3863,0.2079,-10.5627,13.476,-10.1215,27.917,204.543,h
113.445,24.1614,3.2504,0.164,0.0857,-83.7658,-47.1541,-17.8006,71.8223,261.529,h
126.076,74.85,3.3144,0.1081,0.0555,-204.615,85.0657,-53.336,16.1181,286.704,h
63.1442,21.225,2.8404,0.3235,0.1682,48.6847,55.4917,18.033,64.627,197.537,h
146.539,94.1871,3.4782,0.0928,0.0464,-32.8965,67.3974,-112.424,33.9366,145.938,h
221.643,92.1734,3.4685,0.1363,0.0767,-118.129,96.8281,93.6243,50.421,248.752,h
20.338,12.7461,2.6518,0.4348,0.2241,-0.9577,4.7392,-8.5004,43.436,223.037,h
125.479,35.7873,3.2037,0.1833,0.0942,-153.586,-91.2738,26.9974,19.7675,180.86,h
38.2721,12.0046,2.6263,0.3806,0.1903,32.7236,28.5283,-2.7802,33.2677,201.752,h
22.2134,18.3853,2.5653,0.4354,0.2599,-16.56,16.1254,13.1403,23.648,93.175,h
174.8898,60.0768,3.4737,0.1164,0.0745,-201.6781,-70.7387,-61.3379,85.3225,280.0962,h
30.9451,16.7568,2.7266,0.4747,0.2523,-45.8489,20.8345,13.6632,24,184.2445,h
12.8974,11.2377,2.2135,0.7278,0.4373,-14.5958,8.0007,-7.2282,67.4932,204.762,h
57.6987,12.6457,3.0208,0.2622,0.1444,47.1461,41.8048,-9.8324,61.611,224.976,h
177.716,65.2206,3.8641,0.0723,0.0456,-267.223,-158.457,-63.8029,39.6158,196.678,h
55.0298,35.1849,2.8035,0.3738,0.2168,-45.5422,-70.0625,-24.4797,22.8884,314.0137,h
71.2865,21.6592,2.9759,0.3728,0.2438,79.4384,-41.3751,8.7979,4.0546,174.5918,h
92.7671,37.8378,2.9088,0.2759,0.1334,-53.4761,-69.5143,26.1886,21.2348,164.9853,h
16.5577,14.0479,2.5862,0.576,0.3055,8.5469,-8.75,-13.1991,38.5063,190.8324,h
15.0509,12.2064,2.4843,0.6623,0.3361,-1.2266,1.9075,-3.2387,62.1054,220.536,h
88.1144,23.3753,2.7126,0.3159,0.1676,-102.457,53.8003,11.4796,41.7347,123.176,h
102.4248,41.218,3.682,0.2401,0.1405,-61.1356,-97.2341,9.2253,18.4728,340.8171,h
133.485,43.5293,2.6884,0.3996,0.1998,-7.5184,-116.55,-42.1679,13.1124,325.573,h
44.3862,18.8247,2.9959,0.2484,0.1388,31.9921,39.6798,-11.1651,13.3615,269.454,h
20.2845,5.6058,2.4278,0.7003,0.3743,42.4674,16.1903,-12.0711,88.897,256.3073,h
200.656,74.7154,3.0149,0.3362,0.2208,-256.412,131.742,-75.3396,39.7586,307.24,h
91.6558,18.8293,2.7097,0.4386,0.342,-52.6841,-97.8373,-17.0955,63.8834,130.7998,h
64.0202,12.4824,2.7352,0.3514,0.1904,20.3476,34.439,7.5119,89.4524,172.775,h
26.8397,15.8453,2.3943,0.4265,0.2766,24.3226,21.3578,-5.1293,19.3678,216.9732,h
75.4455,47.5305,3.4483,0.1417,0.0549,-9.3561,41.0562,-9.4662,30.2987,256.5166,h
100.9329,17.1969,3.2708,0.1915,0.0734,-33.8136,34.2887,16.4053,88.4878,218.2294,h
91.9897,27.3844,3.2073,0.1461,0.0744,61.9153,93.7197,11.5553,33.8874,223.0459,h
79.0402,22.2641,2.8467,0.34,0.1855,-96.35,-59.3983,4.8192,5.2436,229.5046,h
31.881,6.401,2.6244,0.5059,0.2877,5.1272,15.8025,-6.6771,52.9994,68.2131,h
44.2851,11.5464,2.9766,0.3356,0.2201,15.2287,31.16,5.1261,29.9174,192.748,h
70.8699,24.5387,2.8503,0.3827,0.2235,-89.0722,-38.5892,18.6729,39.2105,260.2122,h
34.6583,27.1975,2.8974,0.2345,0.1272,-5.9433,29.622,11.2306,55.5748,100.2511,h
24.4699,12.8827,2.2833,0.5573,0.3047,28.6801,10.5679,7.79,77.826,175.775,h
57.8511,38.0571,3.1644,0.3795,0.2161,-70.5666,-33.9402,19.8131,19.4243,416.461,h
220.9871,26.544,2.9572,0.2357,0.1471,150.8274,226.3506,16.6093,16.1113,98.1594,h
157.9876,82.8141,3.1533,0.3786,0.2174,-170.8765,-138.2061,-64.0302,27.9254,387.7986,h
107.6151,50.4262,3.7709,0.099,0.0622,29.8304,128.4019,-25.0111,67.6349,239.5628,h
103.986,88.3068,3.7911,0.0891,0.0446,-20.9427,73.417,32.6773,55.2066,52.3304,h
116.2,73.5958,3.5397,0.174,0.1003,-182.046,104.169,69.3052,18.216,185.311,h
210.504,33.3894,2.9039,0.2982,0.1578,-186.238,106.85,17.8934,28.4331,215.481,h
15.2473,9.6954,2.6714,0.567,0.3553,25.5437,17.9352,-8.2224,3.0382,246.0085,h
39.8855,17.5545,2.679,0.3876,0.2083,43.3267,32.1269,13.2365,89.1354,163.1477,h
94.0169,65.5994,3.7464,0.1547,0.0817,86.7508,73.6068,-50.7012,89.7659,296.8153,h
16.0252,12.2164,2.5792,0.693,0.4361,-5.1404,10.511,8.6775,33.6311,216.617,h
187.586,76.866,3.1796,0.3393,0.2067,-117.187,-181.098,61.1205,53.7089,300.532,h
101.4977,23.9296,3.33,0.4035,0.2244,-87.3914,-79.3729,-23.1103,3.7728,374.9569,h
30.6744,15.2889,2.7775,0.4846,0.2627,23.4064,18.1141,-8.8896,27.3278,65.2747,h
128.8696,24.8825,2.7363,0.3673,0.2243,-107.5256,-116.4463,-17.6881,45.9951,254.3935,h
41.1843,20.4395,2.5752,0.3777,0.2487,-45.3443,10.5549,3.5357,34.2567,175.044,h
128.9307,79.0323,3.218,0.1973,0.0983,-125.3996,-63.1082,-37.8081,12.6302,328.1884,h
111.715,26.6559,2.8938,0.3946,0.2011,-105.077,65.4384,-19.6078,38.25,260.691,h
83.4228,24.5423,2.894,0.2936,0.164,-64.223,-66.2854,17.4604,71.024,237.565,h
37.2785,24.7948,2.8214,0.334,0.1643,-51.5074,-21.2197,8.736,16.0577,268.5359,h
28.7,17.7909,2.3784,0.4393,0.2322,10.3563,-22.9597,-13.4761,42.5318,52.3661,h
45.5997,35.1146,3.2836,0.1478,0.0742,22.1228,38.2276,-28.0158,62.629,92.2033,h
58.4239,27.5702,3.0137,0.2452,0.1296,-6.103,-52.1259,-20.3865,88.223,141.6031,h
75.6427,28.926,3.5111,0.139,0.084,-67.2102,-52.6716,15.746,17.19,221.961,h
144.7233,35.266,2.8498,0.303,0.1975,-182.5594,98.6607,-27.6145,22.6646,351.2214,h
242.0791,71.1568,3.6947,0.19,0.1039,-102.2563,-225.8662,82.1649,60.7836,258.0838,h
96.2503,44.82,3.3839,0.0817,0.0292,-74.6218,-95.1478,43.544,17.2484,218.1069,h
46.4535,10.4535,2.9278,0.3632,0.1641,2.929,25.7969,-3.7359,13.748,257.7404,h
52.5918,13.7054,2.883,0.2631,0.1549,-68.9547,29.8911,-1.9801,23.465,215.3091,h
91.4284,11.6951,2.3838,0.4504,0.2541,107.975,-48.6659,5.9048,64.576,216.72,h
20.2015,15.8354,2.5866,0.4637,0.2733,11.1496,13.3197,-9.2966,30.029,209.193,h
132.0623,45.2558,3.8515,0.1633,0.0977,-176.5335,-105.6433,-15.4211,19.9377,323.7325,h
162.423,51.8306,3.5655,0.0903,0.0456,-98.3003,-32.9923,47.7485,49.6844,306.183,h
21.3846,10.917,2.6161,0.5857,0.3934,15.2618,11.5245,2.8766,2.4229,106.8258,h
22.414,7.7158,2.2941,0.6328,0.3397,-8.8176,-34.795,-3.3566,53.737,112.6728,h
18.7913,12.854,2.541,0.5928,0.4101,9.5258,16.0255,8.3794,62.735,240.409,h
119.0819,22.7248,3.3264,0.1813,0.1333,-97.1998,53.6097,-29.2594,42.2964,271.6877,h
56.7399,12.663,2.8623,0.3915,0.252,-69.4074,-17.4876,-3.1904,7.2318,257.8398,h
22.1439,8.3309,2.6812,0.6875,0.3573,-2.0053,-5.2187,-9.6618,63.885,139.987,h
26.4689,21.5712,2.5384,0.7786,0.398,29.7626,2.1894,-23.772,75.699,402.625,h
63.4929,20.5225,2.6764,0.4499,0.2275,32.4401,66.3647,14.2134,48.9157,142.5645,h
225.011,94.456,3.5426,0.111,0.0675,-293.09,143.319,-99.1043,77.525,110.932,h
35.6466,29.5726,3.1125,0.2125,0.1251,8.5139,19.1695,24.0649,88.9949,187.4824,h
88.2498,23.1714,3.1553,0.2726,0.1956,-51.2344,58.5852,-11.8888,3.9956,308.5046,h
16.2518,11.5767,2.4281,0.6082,0.3601,0.6814,-3.8872,-6.7228,82.112,183.611,h
189.129,17.6867,2.5966,0.4734,0.2848,128.579,162.212,6.6312,8.699,205.285,h
30.0286,12.8014,2.632,0.3827,0.2019,-1.0485,16.2906,10.4785,62.3642,219.34,h
25.0418,12.4918,2.5676,0.4898,0.2751,-9.9118,-16.346,-10.247,72.807,207.1403,h
49.711,18.5403,2.954,0.2317,0.1265,46.6148,33.7216,14.4988,38.0285,183.968,h
138.115,93.566,3.5659,0.1041,0.0528,228.595,-122.704,-67.9917,51.523,85.3095,h
47.8229,10.0342,2.8678,0.3119,0.1593,14.8775,30.4699,0.6191,26.9319,241.712,h
43.3563,11.4175,2.7392,0.3482,0.2179,-18.2254,36.8009,5.6819,64.94,99.0768,h
149.0328,82.3057,4.5326,0.0196,0.0161,18.5865,-71.2493,40.8908,87.8868,274.6639,h
183.9089,44.1347,3.3281,0.23,0.1554,-121.1444,-175.0661,-30.1656,35.0736,301.5343,h
160.6805,25.0334,3.0186,0.3442,0.2136,-121.9785,-56.5295,-14.5834,19.5623,322.6846,h
13.068,10.6084,2.2393,0.7723,0.487,-13.2465,-3.5096,9.6379,75.237,194.547,h
42.0985,12.1855,2.8162,0.3328,0.1763,-7.5451,22.8265,-8.9577,57.0152,150.519,h
134.979,111.427,3.4087,0.2072,0.1087,-75.6075,-142.65,-69.4388,88.2932,282.304,h
69.6843,50.6352,3.4087,0.1334,0.0774,96.1586,-40.9205,39.2364,44.7645,208.114,h
106.465,21.8247,3.1457,0.419,0.2127,58.4721,-84.1559,24.9206,21.0121,375.508,h
97.4727,64.6539,3.7562,0.1364,0.0816,-48.2796,-68.2785,21.1656,55.2934,315.446,h
37.1109,21.8104,2.7401,0.2993,0.1797,49.3568,-12.5796,-0.0943,49.9282,97.1186,h
30.4419,20.5627,2.7892,0.7051,0.3696,25.3224,29.9827,20.1468,33.7225,352.991,h
17.5108,12.8155,2.7279,0.5706,0.3602,5.4014,11.7473,6.8457,12.6649,247.928,h
133.0634,29.4108,2.7891,0.2649,0.1375,-122.0927,73.4109,20.6973,29.3076,265.6031,h
21.9597,11.1318,2.4822,0.6623,0.4234,20.5596,17.5772,9.1423,58.034,230.985,h
63.3411,27.5287,2.9558,0.3093,0.1677,-65.1749,22.6825,-27.5969,39.6021,302.4128,h
112.2986,21.9795,3.2555,0.2256,0.1474,-121.8198,65.15,11.5328,48.6832,248.8239,h
61.9045,35.1266,2.8904,0.1493,0.0765,46.5687,47.4556,-20.9033,17.4836,276.5422,h
74.0956,31.6713,3.2017,0.1747,0.0971,-39.1718,63.8177,23.0124,23.727,286.242,h
26.3797,9.1958,2.6474,0.6644,0.348,-7.8052,22.156,6.9615,83.8058,141.373,h
30.3526,17.3972,2.7415,0.3554,0.2058,-1.368,-8.2302,11.042,55.8841,119.352,h
61.6817,20.9866,2.8245,0.2776,0.1669,60.8003,14.4868,6.4615,49.9795,234.1881,h
40.9114,11.8167,2.6528,0.4892,0.3062,7.0176,35.4742,5.3901,9.9994,117.8781,h
170.3012,137.2039,4.8252,0.0188,0.0103,-167.003,-114.4262,-78.7464,58.4804,223.3783,h
39.0068,11.0921,2.5969,0.5615,0.3623,5.295,40.9484,4.906,47.2775,189.1251,h
22.2115,6.8141,2.0763,0.74,0.3939,-34.4971,-17.217,-3.4721,18.1772,236.7187,h
100.296,41.647,3.2072,0.1049,0.0524,91.7623,86.6277,37.7065,88.1303,111.458,h
27.5882,2.4138,2.2048,0.5502,0.2962,-40.7056,-19.2607,-3.4017,63.0865,229.6309,h
61.0799,23.3788,2.8254,0.2735,0.1442,67.6395,55.2224,19.9437,29.161,267.456,h
180.479,129.154,4.9369,0.0209,0.011,-302.276,-157.365,-39.7849,10.6294,156.622,h
74.6627,20.9771,2.8239,0.2831,0.1581,34.6888,39.3556,21.308,42.2232,25.2889,h
26.7459,18.4388,2.5687,0.4506,0.2656,23.6048,-18.2415,24.2752,22.4767,212.4611,h
65.1269,15.2743,2.7992,0.3013,0.1779,31.3815,46.7013,14.2458,72.0462,129.1727,h
73.2223,22.4882,2.8659,0.4095,0.2621,-59.082,50.2243,14.8263,0.1012,286.3199,h
62.3597,21.6946,3.1739,0.3087,0.2041,-45.3412,52.1023,22.5905,36.9876,274.7409,h
77.982,16.513,3.1366,0.2475,0.1391,31.8423,55.5577,11.8658,14.4624,270.126,h
35.4284,12.1785,2.8058,0.3675,0.2369,21.9716,29.2485,7.1692,43.4385,247.991,h
45.6986,17.3784,2.5873,0.4369,0.2536,-19.6738,-43.8671,14.0995,54.3215,200.199,h
116.4181,40.0715,3.379,0.1378,0.0442,-12.5669,76.9285,42.9653,45.3222,104.9433,h
14.0316,11.136,2.556,0.7438,0.5229,2.6217,-5.858,-12.7751,25.5951,232.1674,h
24.3764,14.584,2.8487,0.5117,0.305,9.7548,-11.7233,-7.6942,5.6969,208.7264,h
18.7164,9.7296,2.3505,0.6897,0.4191,-7.164,2.0698,-7.3787,44.4721,177.7257,h
49.1762,11.7232,3.0357,0.3394,0.2118,10.0006,31.8211,-13.0862,39.6812,237.7258,h
31.9493,20.2841,2.6172,0.4191,0.2436,24.2925,18.1621,-10.3816,66.5278,250.6361,h
18.2898,7.6596,2.2159,0.638,0.4358,-4.6407,6.5507,9.3343,28.3315,226.1827,h
46.2803,13.2719,2.8442,0.4709,0.2511,27.4117,12.5567,5.7543,9.9035,216.0709,h
98.1339,54.5318,3.2041,0.1951,0.1287,-184.1671,87.5247,-21.7298,16.565,214.8823,h
26.9058,15.8311,2.4814,0.4653,0.2723,10.1739,17.8411,13.7835,61.2278,99.8993,h
27.3481,14.9418,2.433,0.4317,0.2417,-28.6155,-22.5047,-8.9758,74.229,249.861,h
45.1333,9.835,2.4997,0.4557,0.2611,42.295,-17.9081,-5.2001,37.171,163.455,h
31.6546,6.3376,2.5011,0.6707,0.4512,-3.607,17.278,2.9658,17.0579,91.3694,h
36.6668,22.2536,2.6415,0.3333,0.1952,-9.8802,-30.394,15.1385,57.928,255.922,h
81.6759,20.2684,3.1811,0.2308,0.1253,-12.3752,41.9518,-1.7891,33.4059,249.5863,h
56.4722,20.2021,2.596,0.2712,0.1432,-65.3682,40.5519,-2.774,82.1541,210.839,h
36.8982,17.8886,2.8039,0.2514,0.1378,-24.2767,-22.5835,-11.9913,73.3871,213.9346,h
115.264,14.0075,2.854,0.7544,0.4136,-88.2076,-117.486,8.4777,28.01,336.991,h
19.9076,9.5357,2.5775,0.5873,0.3003,25.6393,5.5834,4.1055,72.58,171.561,h
57.9426,29.9764,3.0265,0.5296,0.4078,-23.4403,-55.1406,-31.1931,48.107,322.51,h
48.0128,11.4549,2.8299,0.3432,0.1723,31.2111,36.4697,-7.3894,14.985,224.053,h
68.5513,12.418,2.6742,0.2664,0.1147,16.2009,58.9233,4.1013,33.8445,152.9144,h
77.2493,46.1283,3.6997,0.1016,0.0512,71.6223,-39.8901,27.5975,59.2516,134.392,h
51.8366,42.5181,3.5552,0.1237,0.0712,16.9346,-31.9159,29.509,24.541,147.744,h
22.8611,8.2654,2.1624,0.617,0.3078,32.8702,28.8722,-9.4643,16.1564,131.2128,h
72.0935,37.4831,3.3153,0.1254,0.0776,-69.5726,81.5263,-37.7074,22.9942,291.492,h
24.9315,10.2659,2.6599,0.5624,0.3972,-7.8858,-17.6235,-8.7603,79.932,215.169,h
21.3299,8.2421,2.4099,0.7276,0.4222,20.2004,18.8271,-10.9809,71.5,225.617,h
58.1262,12.2834,3.0451,0.2346,0.1568,38.5659,30.8514,9.8821,44.9114,124.2684,h
101.2776,56.3561,3.2514,0.1453,0.0851,-15.1004,-61.2481,-25.9004,7.1559,330.126,h
79.2916,17.213,2.806,0.2612,0.1531,56.3301,51.3347,-7.1871,56.7018,288.2018,h
147.203,82.3047,3.3614,0.1836,0.1016,-250.915,144.953,-55.0321,51.6996,234.683,h
67.965,54.9747,3.5111,0.2382,0.1373,-13.281,-34.7578,-53.7324,7.297,342.18,h
18.7576,10.0933,2.5643,0.6349,0.3401,-11.5459,10.8894,4.0335,49.3784,76.3099,h
160.688,42.2971,3.141,0.1395,0.0712,144.584,172.517,-22.5529,58.138,111.418,h
42.7212,12.0489,2.7239,0.4155,0.2219,44.5319,27.3277,-12.0799,3.862,175.405,h
156.802,49.1202,3.7325,0.1248,0.066,-186.225,-143.034,-43.9286,32.2366,317.194,h
7.2079,6.8821,2.3239,0.5198,0.2615,-30.6619,-19.3439,-8.7395,32.374,133.7536,h
110.7401,43.7493,2.8722,0.2802,0.1353,-35.6133,-125.704,-31.1223,28.8148,61.8488,h
227.879,119.071,4.4173,0.049,0.0252,-174.431,-223.334,-53.7775,40.641,241.448,h
22.2454,12.4406,2.6138,0.528,0.2981,4.9286,11.7127,-10.4876,47.5827,226.528,h
43.5661,9.2109,2.9559,0.4273,0.2001,22.0533,29.5956,2.0162,58.439,89.5657,h
152.629,35.7624,3.5996,0.0769,0.0386,-154.488,-120.529,-23.1088,87.2944,131.18,h
10.6594,6.5097,2.4681,0.8912,0.5265,20.9863,-6.688,3.7547,20.5723,145.2747,h
143.3456,72.5993,4.0014,0.1025,0.0618,54.2829,94.3438,62.178,85.3628,414.5126,h
120.944,58.6708,4.0819,0.0936,0.0518,46.9884,115.163,-72.1791,51.8458,149.761,h
18.2285,0,2.2443,0.8319,0.6296,-1.0258,4.6436,-1.00E-04,79.4702,158.554,h
92.0485,7.3373,2.3962,0.5984,0.3313,94.5318,48.8574,-2.9613,58.0538,183.302,h
130.7112,13.8452,2.6221,0.7331,0.4642,-116.4043,-101.7676,-14.345,47.0975,243.5813,h
22.8849,15.0983,2.5677,0.7124,0.4154,-4.7445,12.8972,6.8721,6.3728,184.3651,h
44.6697,21.2443,2.7581,0.2937,0.15,-1.8161,-12.6348,9.1412,69.4152,190.9107,h
76.7069,33.2691,3.0297,0.2159,0.0884,24.3289,56.3351,-22.6523,87.8069,134.4601,h
104.472,25.876,3.1011,0.2718,0.1383,-63.1676,81.9646,23.6063,4.296,335.096,h
65.8461,19.2569,2.9914,0.2877,0.1832,65.6788,59.1684,19.2366,2.095,236.7279,h
49.5366,25.5985,2.9023,0.2279,0.1146,54.8471,44.6411,-20.5584,13.989,287.843,h
38.1848,0.3877,2.4967,0.559,0.2839,-4.874,-13.8902,-12.4975,52.4433,247.1025,h
138.097,61.4382,3.263,0.2205,0.1247,-138.251,-49.7378,-41.8225,43.0835,277.632,h
23.0903,4.6362,2.2642,0.6891,0.3617,-36.6709,-10.2799,6.4944,46.6873,39.3271,h
50.6311,41.2324,3.261,0.1815,0.1033,-46.0113,26.5791,-23.9657,89.6497,33.6037,h
8.2311,7.8292,2.3462,0.7684,0.4696,21.658,3.783,7.6089,36.76,177.9393,h
81.6472,8.544,2.3892,0.649,0.3653,-83.4455,-59.1395,8.0072,30.455,307.569,h
29.2725,17.0724,2.322,0.4791,0.2268,-16.7733,-28.5093,-18.5301,42.8316,23.7786,h
67.0326,20.1726,2.823,0.2452,0.1369,36.1986,-35.4383,25.655,23.76,156.6861,h
31.2219,14.747,2.6232,0.2976,0.1512,-22.4605,-14.42,8.9256,46.701,193.331,h
50.9887,9.8606,2.8549,0.3352,0.2046,21.0265,31.7074,-6.2376,9.8156,202.939,h
38.9253,6.3582,2.6497,0.5746,0.3644,29.9431,24.2609,-12.0692,8.9779,249.9302,h
44.4822,38.19,2.6882,0.331,0.1824,-7.8757,33.1754,-12.1653,22.7861,305.6269,h
19.4733,11.8091,2.5792,0.5744,0.3096,-1.8261,12.4254,6.1723,78.876,129.37,h
32.9701,19.1408,2.6149,0.3883,0.2367,-2.0584,-32.71,-13.798,30.8151,154.294,h
182.8099,91.4597,4.1414,0.0442,0.0411,64.6934,-142.9141,-49.8209,67.0593,180.2302,h
81.0999,20.1503,3.1903,0.3768,0.2248,5.7235,51.9805,-7.3353,5.3011,335.422,h
